Nicaragua, 19824, 1271.25
Japan, 18908, 1712.99
Serbia, 19746, 43.1
Canada, 22702, 473.97
Comoros, 39632, 1873.44
Yemen, 31063, 1973.07
Bahrain, 4550, 1974.85
Bangladesh, 28366, 18.28
Kuwait, 21587, 191.71
Nicaragua, 2679, 1989.99
Angola, 34906, 1252.97
Albania, 47551, 1236.44
Italy, 44558, 248.95
Azerbaijan, 31359, 1910.54
Angola, 13557, 1335.26
Japan, 13766, 1384.52
Myanmar, 41439, 1867.84
Nepal, 27794, 59.98
Bahamas, 25740, 920.26
Denmark, 43622, 1459.86
India, 15478, 1370.63
Italy, 37707, 916.33
Trinidad & Tobago, 485, 76.45
Indonesia, 16872, 1567.42
Dominica, 6004, 710.26
Russian Federation, 46251, 469.47
Ukraine, 8036, 1772.5
China, 29751, 1650.09
Belarus, 30841, 1007.79
Djibouti, 20975, 25.92
Angola, 1648, 277.97
Kuwait, 16358, 728.93
Ethiopia, 14696, 1883.33
Algeria, 15019, 309.39
India, 49946, 93.05
Antigua & Deps, 27312, 1717.7
Uruguay, 20399, 467.79
Benin, 45399, 1243.22
Benin, 23300, 1371.36
Serbia, 7562, 979.52
Guinea-Bissau, 38286, 482.75
Taiwan, 16132, 1996.44
Iceland, 30637, 200.05
San Marino, 3626, 1490.66
Slovakia, 24010, 581.75
Germany, 6618, 64.47
Austria, 13210, 1635.21
Moldova, 3653, 92.23
San Marino, 46560, 283.86
Argentina, 40930, 245.34
Cuba, 42297, 697.89
Georgia, 35795, 1022.07
Mongolia, 13235, 1137.69
Afghanistan, 11173, 545.4
Dominica, 22670, 1846.74
Angola, 21414, 1978.53
Argentina, 17813, 1220.96
Colombia, 38152, 1926.52
Nepal, 34220, 1271.87
Costa Rica, 49651, 1245.27
Armenia, 4734, 834.47
Kuwait, 27004, 1912.68
Costa Rica, 4228, 1264.46
Georgia, 26172, 659.16
Albania, 47306, 88.95
Belarus, 32496, 334.27
Australia, 39414, 1032.79
Barbados, 34412, 245.19
Japan, 45892, 1099.69
Iceland, 37488, 1423.11
Canada, 15029, 486.54
Dominica, 14722, 575.8
Yemen, 40618, 19.27
Aruba, 19420, 1068.82
India, 30976, 595.37
Myanmar, 12353, 350.95
Aruba, 47480, 862.93
Iceland, 33034, 26.96
Australia, 5698, 288.28
Trinidad & Tobago, 34810, 1764.25
Australia, 46607, 1025.6
Japan, 13953, 368.94
Eswatini, 826, 1853.74
Armenia, 111, 227.8
Antigua & Deps, 10266, 1026.1
Azerbaijan, 44755, 1919.57
Israel, 27004, 122.5
Argentina, 35436, 613.25
Brazil, 36586, 406.28
Argentina, 2137, 1948.09
Aruba, 41409, 763.87
Uruguay, 37100, 1702.79
Nepal, 32701, 166.59
Afghanistan, 42564, 1725.32
Yemen, 43420, 643.06
Albania, 8836, 1062.0
Kuwait, 26754, 1113.14
Algeria, 28011, 1752.4
Israel, 45427, 1844.83
Germany, 26300, 732.11
Madagascar, 42746, 330.68
China, 5415, 1558.31
Slovenia, 11643, 1327.15
Oman, 34824, 108.41
Bahrain, 15915, 828.23
Kosovo, 22231, 1065.52
Algeria, 20343, 1497.3
Uruguay, 23856, 598.78
Colombia, 48577, 1228.41
Russian Federation, 30134, 92.53
Comoros, 20642, 1536.47
Azerbaijan, 21487, 968.28
Spain, 4084, 794.74
Trinidad & Tobago, 8695, 67.93
Bahrain, 28791, 1039.04
Costa Rica, 11945, 1105.49
Afghanistan, 19294, 835.26
Italy, 16670, 1098.25
Burkina, 40843, 1129.39
Angola, 12139, 210.3
France, 48908, 1063.21
Azerbaijan, 22348, 1900.81
Israel, 25510, 294.31
Gambia, 5215, 401.47
Belarus, 46853, 1340.14
Barbados, 18636, 1226.21
Trinidad & Tobago, 36992, 127.28
Guatemala, 19595, 1585.73
Bulgaria, 46512, 1095.76
Bulgaria, 48603, 1276.45
Moldova, 49921, 1139.69
Vanuatu, 20137, 1082.62
Madagascar, 30540, 270.05
San Marino, 32022, 874.97
Italy, 46550, 1008.18
Angola, 28883, 511.43
Kosovo, 3561, 1646.18
Albania, 16741, 1792.32
Costa Rica, 9342, 1230.47
Argentina, 14172, 1654.81
Bulgaria, 41018, 1263.88
Russian Federation, 43054, 1606.24
South Africa, 13061, 1007.14
Oman, 19577, 1824.96
Spain, 21847, 970.55
Iceland, 20313, 611.61
Kosovo, 36945, 622.96
Iraq, 9603, 700.06
Trinidad & Tobago, 45286, 971.17
China, 43855, 1328.14
Afghanistan, 12552, 436.97
Nicaragua, 36782, 1950.85
Israel, 40522, 913.11
Slovakia, 32939, 158.54
Moldova, 14138, 1167.3
Bulgaria, 7961, 1879.66
Dominica, 2621, 397.7
Nepal, 19151, 938.27
Russian Federation, 121, 1105.38
Indonesia, 27423, 697.5
Argentina, 20621, 1614.62
Chile, 887, 1328.33
Marshall Islands, 46855, 760.71
Ukraine, 5312, 485.64
Belarus, 22333, 448.47
Spain, 35294, 752.03
Albania, 22137, 454.85
Austria, 35759, 1075.61
Slovakia, 5647, 888.46
India, 28150, 1652.39
Iraq, 29411, 1431.37
Algeria, 30356, 1262.0
Canada, 31936, 1237.51
Antigua & Deps, 49452, 1258.48
Israel, 4565, 526.08
Denmark, 43275, 1294.45
Bulgaria, 49739, 1073.31
Guatemala, 12480, 612.99
Liberia, 36283, 736.4
Ukraine, 49644, 1756.04
Vietnam, 33156, 1405.63
Albania, 17055, 808.59
Comoros, 22218, 1543.65
Kosovo, 40569, 558.42
Germany, 17045, 1851.28
Bhutan, 4099, 1166.91
Austria, 32357, 1809.16
Japan, 43474, 1668.88
Belarus, 11228, 385.79
Russian Federation, 866, 1746.75
Moldova, 4020, 584.22
Yemen, 6323, 1282.79
Israel, 23933, 44.2
Chile, 28632, 236.8
Liberia, 5097, 1448.36
Canada, 2956, 476.34
Gambia, 22974, 1526.6
Algeria, 2802, 738.33
Costa Rica, 3845, 1201.92
Serbia, 46924, 953.2
Madagascar, 45615, 430.31
Brazil, 2428, 867.13
Kosovo, 17599, 1781.04
Mongolia, 2123, 736.07
Azerbaijan, 48730, 1670.9
Albania, 379, 1910.9
Angola, 11016, 781.06
Slovakia, 48928, 437.11
France, 6938, 787.97
Bhutan, 24376, 574.24
Bhutan, 42923, 1045.79
Antigua & Deps, 25856, 1585.96
Congo, 31827, 362.56
Iceland, 1748, 1904.43
Argentina, 30762, 432.13
Armenia, 8039, 1103.81
Antigua & Deps, 41587, 84.62
Georgia, 35644, 1016.2
Uruguay, 2755, 191.17
Bangladesh, 36491, 1041.35
Oman, 8822, 1472.03
Chile, 25392, 592.72
Moldova, 48781, 1267.14
Vietnam, 12052, 654.79
Indonesia, 7226, 782.15
Antigua & Deps, 7756, 814.95
Trinidad & Tobago, 2156, 1886.65
Germany, 21611, 1539.49
Uruguay, 39241, 127.38
Ethiopia, 27342, 1999.45
Slovenia, 21273, 1907.21
Bahamas, 48493, 1992.96
Slovenia, 39732, 47.86
Bahrain, 12302, 778.71
Vanuatu, 32816, 585.77
Taiwan, 17346, 1264.96
Ethiopia, 31415, 1100.51
Marshall Islands, 38635, 1769.91
Nepal, 44801, 1689.32
Vietnam, 33618, 598.32
Canada, 2552, 515.22
Taiwan, 37421, 1861.75
Russian Federation, 33394, 98.86
Japan, 16903, 652.41
Oman, 36420, 985.51
Congo, 38941, 923.9
Canada, 36315, 428.44
Ethiopia, 8819, 630.59
Canada, 19015, 710.24
Taiwan, 37560, 1703.13
Cuba, 44659, 792.3
Barbados, 32565, 399.93
Georgia, 5218, 1071.25
Nicaragua, 38328, 140.43
Guinea-Bissau, 29180, 1505.1
Armenia, 39424, 1644.22
Antigua & Deps, 4145, 284.52
Comoros, 10551, 1715.14
Mongolia, 45046, 551.14
Eswatini, 6132, 845.31
Benin, 5763, 1759.06
Guinea-Bissau, 45243, 786.27
Denmark, 15412, 1367.93
Guatemala, 45905, 476.61
Chile, 15351, 568.74
South Africa, 47142, 1072.93
Yemen, 36123, 779.47
Iceland, 12068, 1537.59
Denmark, 35924, 190.42
Comoros, 230, 1103.55
Uruguay, 45284, 1562.19
Nepal, 747, 1823.65
Yemen, 36806, 1616.47
Kosovo, 10867, 1026.43
Moldova, 48939, 1754.23
Slovakia, 41179, 1744.32
Bahamas, 17139, 1368.74
Indonesia, 6947, 650.38
Iceland, 10440, 1084.98
Benin, 41687, 1919.2
Costa Rica, 45062, 264.29
Israel, 43079, 105.22
Algeria, 7762, 1380.17
Colombia, 12104, 425.98
Spain, 46535, 838.31
Iceland, 32991, 485.93
Italy, 3105, 262.97
Myanmar, 14017, 955.78
Iraq, 34384, 1742.09
Barbados, 2952, 1736.26
Kuwait, 32922, 1125.2
Djibouti, 38197, 1628.42
Italy, 21812, 436.08
San Marino, 14818, 697.79
Iraq, 24398, 819.62
Brazil, 49004, 1514.68
Kosovo, 12151, 580.09
Tajikistan, 20670, 1905.69
Italy, 13733, 57.7
Azerbaijan, 387, 1159.52
Oman, 40138, 1775.95
India, 3336, 626.63
Eswatini, 3473, 718.09
Italy, 19469, 347.25
Dominica, 27353, 1984.17
Trinidad & Tobago, 9995, 809.01
Vanuatu, 27850, 975.49
Bulgaria, 1914, 1275.59
Cuba, 30647, 214.44
Bahrain, 19199, 1901.48
Benin, 15512, 1683.71
Slovakia, 44071, 238.21
Slovenia, 22907, 1211.18
Brazil, 10124, 1750.16
Italy, 21683, 1918.28
Vanuatu, 17297, 1856.5
Canada, 42343, 1895.89
Trinidad & Tobago, 6220, 653.19
Angola, 26379, 381.54
Ukraine, 10242, 983.45
Algeria, 10239, 426.87
Belarus, 11447, 560.27
Guinea-Bissau, 9386, 857.69
Serbia, 15681, 536.96
Colombia, 4417, 1438.39
India, 18164, 1740.15
Canada, 31340, 1433.92
Gambia, 33487, 1354.88
Australia, 49440, 969.87
Algeria, 6182, 1087.67
Vietnam, 4191, 133.19
Eswatini, 12408, 1605.54
Spain, 14686, 678.96
Yemen, 23693, 786.06
Austria, 24902, 757.38
Barbados, 33458, 354.23
Mongolia, 46708, 419.42
Cuba, 31490, 1483.6
Canada, 23940, 815.36
India, 16024, 1963.04
India, 21806, 89.7
Tajikistan, 11579, 761.23
Burkina, 2524, 1076.47
Vietnam, 8600, 1128.85
Costa Rica, 47778, 140.82
Austria, 25744, 926.04
Djibouti, 337, 1608.63
Germany, 7393, 104.19
Colombia, 10766, 1289.72
Eswatini, 12905, 161.73
Liberia, 47636, 240.19
Iceland, 32218, 1894.14
Benin, 4523, 905.88
Liberia, 42892, 903.78
Oman, 22559, 1988.65
Djibouti, 30777, 652.66
Uruguay, 48643, 920.85
Vanuatu, 24474, 465.57
Gambia, 11483, 1684.86
Bahamas, 19287, 1231.74
Djibouti, 33183, 1383.69
Liberia, 42902, 1381.71
Tajikistan, 4373, 671.17
Angola, 36704, 406.78
Marshall Islands, 41275, 230.8
Uruguay, 37053, 220.55
Myanmar, 2543, 1379.07
Kuwait, 22566, 162.93
San Marino, 31405, 1592.55
Austria, 38335, 1485.23
Japan, 10637, 584.28
Cuba, 17402, 1764.82
Iraq, 25716, 1733.18
Eswatini, 990, 1016.27
Chile, 35826, 1652.92
Australia, 46647, 1119.86
San Marino, 35940, 1964.75
Benin, 14805, 224.62
China, 14877, 1515.39
Bahrain, 8676, 1816.86
Oman, 46586, 900.83
Myanmar, 25395, 1600.22
Yemen, 19373, 635.51
Colombia, 32439, 1475.34
Colombia, 47885, 1293.24
Costa Rica, 3821, 626.51
China, 10070, 515.55
Belarus, 21760, 304.67
Bulgaria, 43705, 477.98
China, 28858, 1509.79
Denmark, 37047, 990.43
Kosovo, 22684, 132.57
Brazil, 982, 865.77
Japan, 731, 1272.24
Eswatini, 6819, 452.12
Ethiopia, 26905, 937.82
Bangladesh, 19468, 1942.19
Ethiopia, 40469, 866.71
Congo, 22208, 279.8
Costa Rica, 49747, 431.15
Nicaragua, 23339, 807.17
Armenia, 10009, 1207.06
Iraq, 49826, 1962.56
Liberia, 40158, 965.84
Djibouti, 40208, 218.25
Argentina, 35574, 1474.95
China, 15412, 1476.21
Israel, 26020, 39.48
Italy, 31127, 1168.41
Japan, 24953, 784.04
Algeria, 47344, 137.71
Denmark, 45897, 466.4
Costa Rica, 5479, 1354.11
Japan, 26476, 77.38
Belarus, 45669, 1041.06
Chile, 24604, 1539.95
Eswatini, 33731, 1455.04
Afghanistan, 22544, 1846.26
India, 6040, 1764.0
Bangladesh, 1517, 1955.59
Afghanistan, 22575, 290.23
Afghanistan, 39720, 163.03
Kosovo, 40661, 1112.77
Eswatini, 35752, 967.21
Nicaragua, 3208, 958.4
Ukraine, 20064, 1025.45
Bahrain, 39449, 386.42
Trinidad & Tobago, 10466, 530.61
Armenia, 19394, 487.62
Dominica, 12064, 268.36
France, 20250, 146.82
Angola, 2777, 1000.22
Myanmar, 17502, 639.17
Kosovo, 22958, 1282.76
Tajikistan, 11908, 1706.32
Moldova, 39724, 1618.04
Moldova, 10688, 370.63
Nepal, 21336, 920.36
Russian Federation, 45638, 529.53
Angola, 19997, 769.6
Kuwait, 8525, 694.2
Slovenia, 36609, 1759.71
Russian Federation, 17901, 765.47
Mongolia, 20439, 1021.1
Bangladesh, 11286, 1257.91
Albania, 10800, 1325.04
Denmark, 17490, 431.02
China, 44139, 1112.13
Russian Federation, 44600, 1944.96
China, 21976, 134.18
Azerbaijan, 24858, 51.0
Bulgaria, 25150, 211.8
Chile, 6005, 1561.21
Bangladesh, 45101, 368.15
Tajikistan, 44072, 1466.29
Liberia, 48294, 1691.6
Moldova, 22510, 109.94
Ethiopia, 49294, 1415.07
Vietnam, 4579, 735.13
Australia, 15687, 188.21
Denmark, 5352, 1664.82
France, 20249, 459.64
Nicaragua, 9295, 403.95
Cuba, 41657, 823.45
Algeria, 21113, 1538.89
Madagascar, 36149, 860.0
Azerbaijan, 27024, 154.35
Spain, 44078, 474.94
Iraq, 38665, 592.53
Bhutan, 3160, 291.12
Brazil, 5715, 801.36
Vanuatu, 23019, 1244.99
Trinidad & Tobago, 20096, 1184.23
Nicaragua, 20059, 1402.97
Marshall Islands, 28342, 814.81
Aruba, 12464, 1249.23
Cuba, 46377, 792.16
Costa Rica, 41232, 1360.2
Costa Rica, 22660, 503.86
Georgia, 12930, 173.64
Uruguay, 48376, 1511.89
Bahrain, 29305, 1315.56
San Marino, 11706, 1302.21
Marshall Islands, 23434, 1744.86
Taiwan, 31997, 34.32
Bangladesh, 23241, 360.16
Trinidad & Tobago, 46030, 425.89
Germany, 41122, 1254.56
Iraq, 24675, 1338.55
Dominica, 31582, 367.92
Eswatini, 19679, 1678.11
Afghanistan, 1753, 1036.69
Cuba, 24021, 1712.3
Comoros, 26007, 443.2
Congo, 22695, 315.69
Barbados, 5647, 573.75
Chile, 5234, 729.39
Japan, 27416, 1857.92
Antigua & Deps, 31430, 1764.76
Nepal, 41972, 307.28
Vietnam, 33882, 491.23
Benin, 42988, 1070.88
Oman, 20468, 355.14
Slovakia, 1042, 310.53
Nepal, 2867, 1328.12
Canada, 21525, 1841.24
Australia, 26174, 59.67
Argentina, 31432, 518.04
Djibouti, 22620, 1512.01
Bangladesh, 12973, 837.75
Madagascar, 25053, 1615.26
Spain, 8216, 191.92
Belarus, 22154, 247.51
South Africa, 49204, 739.73
Canada, 7658, 1667.48
Germany, 5707, 1254.92
Ukraine, 19335, 1662.07
Liberia, 14615, 1786.7
India, 17391, 1707.02
Indonesia, 46324, 1906.47
Algeria, 16866, 1953.26
South Africa, 12888, 1674.06
Iceland, 35704, 1495.4
Kosovo, 26445, 16.66
India, 12043, 1896.36
Ukraine, 49753, 1993.52
Nicaragua, 42152, 1536.26
India, 20528, 293.88
Germany, 48929, 194.2
Taiwan, 49159, 1350.1
Armenia, 10350, 1906.09
Moldova, 44838, 178.9
Chile, 49473, 1516.47
Austria, 23711, 1488.05
Armenia, 29176, 628.57
Germany, 33681, 886.49
Costa Rica, 13861, 1372.46
Slovakia, 4066, 1824.77
Azerbaijan, 31284, 139.3
Indonesia, 20390, 1261.05
Nicaragua, 7919, 1686.24
Comoros, 19785, 118.24
Oman, 11908, 330.28
Madagascar, 44765, 1392.38
Spain, 25544, 1055.52
Canada, 46055, 817.17
Kosovo, 24907, 1168.22
Kosovo, 22605, 602.44
Slovenia, 12251, 569.77
Chile, 41466, 86.72
Djibouti, 17673, 891.21
Bahrain, 12010, 579.47
Kuwait, 41957, 1095.81
Yemen, 17262, 1686.94
Liberia, 48177, 1992.67
Denmark, 48528, 182.04
Bangladesh, 41023, 1940.61
Canada, 10025, 1783.81
Ukraine, 23955, 1973.96
Georgia, 45930, 1174.0
Algeria, 33230, 98.12
Iceland, 10682, 1960.11
Belarus, 38344, 356.18
Germany, 13131, 81.41
Guatemala, 26707, 408.44
Iceland, 10282, 1652.8
Dominica, 37807, 544.66
Australia, 15079, 1987.57
Armenia, 3835, 107.41
Ethiopia, 2650, 1763.27
Nepal, 357, 1966.57
Spain, 3333, 1100.32
Armenia, 31516, 1683.55
Italy, 25473, 974.43
Tajikistan, 46672, 1392.06
Chile, 3544, 321.74
Argentina, 18236, 145.45
Serbia, 13741, 1598.36
Israel, 4867, 957.71
Spain, 10512, 373.86
Myanmar, 10485, 937.28
Aruba, 159, 1001.13
Canada, 39422, 79.56
Antigua & Deps, 25141, 1731.87
Belarus, 30732, 1458.54
Yemen, 24125, 674.52
Djibouti, 34605, 847.99
Armenia, 30946, 1417.91
Slovakia, 39552, 1587.84
Costa Rica, 14447, 1813.83
Albania, 22857, 1207.3
Georgia, 38202, 980.39
Iceland, 10172, 658.74
Belarus, 27237, 1510.29
Slovakia, 7745, 1050.23
Myanmar, 30007, 768.21
Mongolia, 14416, 1837.54
Moldova, 22976, 1268.63
Denmark, 46375, 1388.99
Dominica, 682, 614.95
Bangladesh, 2323, 496.32
Barbados, 25483, 125.15
Yemen, 34748, 34.13
Afghanistan, 41449, 1737.96
Denmark, 6403, 1216.64
Angola, 6203, 421.22
Taiwan, 13588, 721.19
Dominica, 29166, 254.71
Albania, 5262, 744.48
Italy, 17871, 1035.18
Guatemala, 15920, 1065.54
Barbados, 34933, 29.26
Bahrain, 28592, 718.23
Barbados, 12442, 1962.08
Denmark, 46641, 1866.71
Benin, 20364, 1691.98
Georgia, 7697, 133.65
Chile, 27990, 367.79
Bangladesh, 45478, 1146.33
Moldova, 49612, 959.38
Gambia, 20829, 229.67
Djibouti, 23082, 1819.41
Oman, 18310, 60.49
Bangladesh, 2005, 1184.88
Taiwan, 41394, 1951.32
Gambia, 34478, 523.59
India, 29859, 242.38
Georgia, 34913, 917.38
Bangladesh, 17507, 1571.34
Uruguay, 48415, 1378.99
Afghanistan, 1775, 1677.1
Bahamas, 38477, 202.86
Canada, 21637, 1735.08
Guatemala, 30805, 131.26
Antigua & Deps, 35968, 178.93
Nicaragua, 27515, 619.21
Angola, 20435, 1221.9
Georgia, 13279, 1657.98
Ethiopia, 20039, 1635.7
Argentina, 6113, 1204.06
Nepal, 32825, 1313.62
Australia, 3098, 1962.54
Italy, 26546, 428.61
Gambia, 19194, 1714.5
Colombia, 27297, 1157.43
Iraq, 38220, 1571.28
India, 20095, 1044.47
Djibouti, 9632, 1386.09
Mongolia, 15588, 19.12
Italy, 36406, 1567.91
Italy, 44491, 1252.18
Germany, 7977, 1282.71
Ukraine, 9244, 450.09
Yemen, 43417, 1920.67
Costa Rica, 30545, 1023.33
Angola, 21664, 1511.37
Nepal, 35985, 446.59
Albania, 48064, 968.66
Burkina, 24171, 1047.07
Comoros, 44045, 596.42
Austria, 11320, 1557.88
Israel, 32790, 126.34
Taiwan, 16004, 1669.2
Myanmar, 33944, 1899.16
Burkina, 40817, 969.22
Israel, 48641, 523.43
Nicaragua, 19929, 1904.67
Slovakia, 25715, 1532.89
Spain, 49885, 1237.31
Barbados, 22796, 1412.81
Iraq, 49825, 1873.71
Iceland, 7038, 188.61
Bahamas, 37155, 480.52
Eswatini, 8201, 100.88
Trinidad & Tobago, 34103, 529.19
Marshall Islands, 6246, 1985.25
Gambia, 7694, 240.12
Argentina, 18810, 1622.83
Madagascar, 37806, 199.62
China, 9869, 13.35
Kuwait, 10267, 1526.77
Moldova, 29314, 1098.09
Algeria, 48918, 207.5
Moldova, 35010, 421.84
Bahamas, 11134, 702.04
Gambia, 24107, 1583.7
Aruba, 47559, 525.47
Albania, 42451, 1470.91
Yemen, 18005, 65.43
South Africa, 12772, 863.66
Slovenia, 27986, 1157.46
Burkina, 38081, 389.89
Japan, 7449, 883.86
Armenia, 21922, 1614.91
Russian Federation, 36737, 474.83
Albania, 35182, 1869.34
Georgia, 23151, 810.44
Bulgaria, 29692, 725.53
Argentina, 5846, 1670.67
Argentina, 1006, 112.21
Bhutan, 24613, 1694.99
Vanuatu, 45834, 1117.03
Vanuatu, 6030, 234.89
Congo, 207, 1691.16
Trinidad & Tobago, 8566, 150.62
Mongolia, 8652, 1158.17
Madagascar, 21146, 1862.7
Kuwait, 32987, 1726.64
Vanuatu, 8668, 72.59
Dominica, 46354, 1194.41
Dominica, 48526, 1570.57
Angola, 14001, 1548.62
Oman, 41966, 891.46
Uruguay, 27558, 1523.6
Iceland, 44502, 1146.49
Slovenia, 15617, 218.86
Barbados, 39137, 134.56
Bhutan, 868, 1651.23
Vanuatu, 47060, 1035.62
Austria, 30056, 1803.0
Afghanistan, 37448, 535.23
Germany, 38554, 721.54
Cuba, 786, 1277.03
Nicaragua, 2823, 1158.94
Comoros, 9221, 1297.89
Colombia, 18093, 963.11
Costa Rica, 45597, 1702.54
Vanuatu, 4299, 910.42
Trinidad & Tobago, 6605, 261.18
Azerbaijan, 22220, 1036.27
Taiwan, 35199, 984.58
Slovenia, 38746, 1101.76
China, 420, 132.1
Bahrain, 24189, 801.49
Angola, 23923, 411.48
Congo, 6733, 817.94
Marshall Islands, 19066, 125.53
Nepal, 2383, 1606.94
Costa Rica, 39148, 1346.88
Eswatini, 49313, 1441.44
Iraq, 36483, 610.66
Dominica, 30752, 128.63
Algeria, 23723, 1427.09
Nicaragua, 19189, 1486.04
Dominica, 20511, 796.95
Guatemala, 48819, 1783.21
Burkina, 8790, 473.66
Cuba, 37278, 556.64
Denmark, 42845, 1326.1
Australia, 3393, 932.47
Albania, 16577, 1456.33
Liberia, 33614, 1945.8
Uruguay, 39891, 679.08
Congo, 34678, 436.3
Oman, 21165, 573.04
Aruba, 29503, 1727.81
Denmark, 39997, 403.9
Spain, 39014, 438.72
Djibouti, 9025, 1383.55
Argentina, 4890, 305.06
Angola, 21594, 18.89
Marshall Islands, 45006, 777.8
Dominica, 34312, 905.58
Trinidad & Tobago, 13045, 1775.5
Bhutan, 31527, 1566.21
Costa Rica, 18911, 324.2
Djibouti, 43213, 50.72
Taiwan, 8167, 1401.24
Denmark, 13904, 1895.07
Dominica, 38857, 1596.7
Trinidad & Tobago, 31214, 1000.83
Australia, 17548, 638.48
Guatemala, 33299, 1898.11
Albania, 28017, 1526.65
Indonesia, 33493, 1933.61
Algeria, 37592, 335.75
Guinea-Bissau, 5068, 614.05
Australia, 32564, 1898.01
Armenia, 2240, 1045.22
Brazil, 42069, 154.75
Italy, 21188, 330.17
Azerbaijan, 49859, 902.98
Mongolia, 48434, 1125.12
Azerbaijan, 11592, 969.05
Vietnam, 14169, 1369.23
Burkina, 35840, 729.14
China, 43996, 386.47
Mongolia, 31699, 1850.09
San Marino, 35805, 667.0
Armenia, 35107, 1483.47
Liberia, 46808, 168.12
Nicaragua, 31522, 390.22
Bangladesh, 19771, 689.26
Serbia, 49374, 652.37
Japan, 37090, 1166.53
Trinidad & Tobago, 14251, 1418.48
Nicaragua, 7895, 70.37
Belarus, 20969, 402.27
Mongolia, 6705, 401.9
Trinidad & Tobago, 5825, 844.25
Kuwait, 22931, 1743.96
Aruba, 15444, 155.77
Angola, 48427, 347.2
India, 1552, 1525.29
Djibouti, 40156, 610.92
Algeria, 18192, 691.0
Albania, 23806, 302.16
Bahrain, 26387, 1363.43
Vanuatu, 20945, 1022.07
Mongolia, 37295, 1381.87
Ukraine, 44529, 1515.79
Uruguay, 33058, 526.35
Marshall Islands, 30300, 1660.98
Myanmar, 13104, 1967.48
Ukraine, 19806, 1611.17
India, 49079, 1302.38
Guatemala, 4436, 1379.92
Bahrain, 40838, 1956.09
Spain, 37133, 901.29
Vietnam, 40086, 824.73
Australia, 48604, 469.54
Comoros, 8908, 1056.7
Angola, 44652, 24.64
Slovenia, 259, 1720.24
Madagascar, 4307, 1155.93
San Marino, 13194, 491.9
Moldova, 17075, 477.45
Afghanistan, 36081, 881.96
Barbados, 49520, 122.25
Costa Rica, 29969, 1557.28
Kuwait, 4017, 398.68
Slovakia, 42622, 71.78
Ethiopia, 13643, 961.48
Bulgaria, 49930, 581.95
Madagascar, 38026, 447.04
Afghanistan, 9603, 602.0
Bulgaria, 1386, 939.88
Chile, 3272, 1260.13
Israel, 6595, 1315.73
South Africa, 46802, 1163.34
Bangladesh, 31697, 1062.06
Eswatini, 15594, 1165.09
Slovakia, 28055, 905.22
Japan, 44385, 984.84
Brazil, 43456, 1956.74
Marshall Islands, 27193, 739.85
Benin, 4198, 986.58
Guatemala, 6312, 1949.74
Benin, 4627, 723.37
San Marino, 37508, 928.02
Albania, 36589, 1420.8
Iraq, 26581, 995.83
Ethiopia, 7388, 703.02
Australia, 17033, 413.64
Chile, 23160, 1971.57
Mongolia, 22197, 1525.61
Bhutan, 8634, 388.74
Nepal, 38455, 845.67
Djibouti, 24146, 1103.67
Moldova, 47385, 1631.84
Indonesia, 36874, 1564.93
South Africa, 44872, 714.9
Spain, 39467, 136.45
Slovenia, 34000, 1668.09
Costa Rica, 31451, 167.59
Myanmar, 39408, 1541.6
Guatemala, 37833, 834.84
Barbados, 40781, 316.15
Colombia, 3008, 1299.32
Italy, 49103, 1545.48
Bulgaria, 48619, 1389.05
Dominica, 37101, 1493.76
Nicaragua, 39543, 1721.57
Israel, 34350, 1650.8
Bhutan, 36624, 1810.65
San Marino, 424, 927.01
India, 6853, 378.88
Slovakia, 10493, 314.34
Armenia, 11917, 1045.7
Kuwait, 28483, 1706.8
Slovakia, 2921, 1642.2
Ukraine, 19953, 1556.24
Mongolia, 42422, 1275.7
South Africa, 17526, 246.41
Canada, 40913, 1050.62
Vietnam, 19127, 1792.54
Australia, 44654, 1995.27
Iceland, 5987, 1217.35
Ukraine, 30575, 514.5
Benin, 6608, 26.03
Kuwait, 1833, 95.38
Slovakia, 22981, 1268.06
Russian Federation, 35378, 978.16
Kosovo, 13547, 589.9
Benin, 38540, 1486.56
Angola, 13833, 760.69
Georgia, 30063, 460.9
Dominica, 34766, 1935.58
Uruguay, 8986, 40.52
Trinidad & Tobago, 15405, 1940.22
India, 48663, 208.07
Liberia, 8188, 873.52
Congo, 39902, 604.29
Colombia, 22305, 1255.58
Slovenia, 5885, 590.95
Congo, 41756, 982.39
Uruguay, 30252, 269.69
Barbados, 41476, 1550.25
Antigua & Deps, 36216, 1148.96
Burkina, 4843, 1828.93
Trinidad & Tobago, 42325, 1055.84
Burkina, 48045, 1035.87
France, 40611, 62.46
Marshall Islands, 1100, 342.05
Myanmar, 6306, 846.49
India, 8393, 649.75
Chile, 27501, 927.51
Kuwait, 35934, 413.36
Vietnam, 43553, 1186.06
Costa Rica, 28940, 600.03
Cuba, 9036, 1922.18
Brazil, 24567, 920.48
Australia, 10167, 1281.28
Aruba, 18916, 1138.2
Brazil, 30153, 584.53
Russian Federation, 14185, 1664.4
Madagascar, 33655, 328.02
Yemen, 1880, 1356.12
Tajikistan, 189, 1249.34
Vanuatu, 36319, 399.86
Bhutan, 39052, 1581.18
Slovakia, 5902, 823.03
Trinidad & Tobago, 40540, 1211.71
Iraq, 30431, 1532.93
Russian Federation, 32584, 1025.2
Afghanistan, 21155, 1930.75
Slovakia, 4444, 1562.54
